text,subject,body,label
"New Blog Post: Tips for Remote Work Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",New Blog Post: Tips for Remote Work,"Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",0
Conference Registration Confirmation Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Conference Registration Confirmation,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Team Meeting Rescheduled to 3 PM Please find attached invoice #9229 for services rendered in August. Payment is due within 30 days per our standard terms.,Team Meeting Rescheduled to 3 PM,Please find attached invoice #9229 for services rendered in August. Payment is due within 30 days per our standard terms.,0
"Reminder: Project Deadline Next Friday Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",Reminder: Project Deadline Next Friday,"Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",0
Invoice #4521 for August Services Please find attached invoice #1815 for services rendered in August. Payment is due within 30 days per our standard terms.,Invoice #4521 for August Services,Please find attached invoice #1815 for services rendered in August. Payment is due within 30 days per our standard terms.,0
"Security Alert: Unusual Sign-in Activity Detected Dear user, our records show a failed delivery attempt for your package. Click http://bit.ly/3xJa9Lm and pay a small redelivery fee to reschedule.",Security Alert: Unusual Sign-in Activity Detected,"Dear user, our records show a failed delivery attempt for your package. Click http://bit.ly/3xJa9Lm and pay a small redelivery fee to reschedule.",1
Lunch Plans This Week? Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Lunch Plans This Week?,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
"Your Flight Itinerary for Next Week Hello, your recent order #8606 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Your Flight Itinerary for Next Week,"Hello, your recent order #8606 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
"New Blog Post: Tips for Remote Work Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",New Blog Post: Tips for Remote Work,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Security Alert: Unusual Sign-in Activity Detected Your refund of $850 is ready to be processed. Click http://netfl1x-billing.com/payment now and provide your account number to receive the funds immediately.,Security Alert: Unusual Sign-in Activity Detected,Your refund of $850 is ready to be processed. Click http://netfl1x-billing.com/payment now and provide your account number to receive the funds immediately.,1
Your Password Will Expire Today - Reset Now Your refund of $850 is ready to be processed. Click http://amaz0n-billing-support.com/confirm now and provide your account number to receive the funds immediately.,Your Password Will Expire Today - Reset Now,Your refund of $850 is ready to be processed. Click http://amaz0n-billing-support.com/confirm now and provide your account number to receive the funds immediately.,1
"Your Subscription Renewal Confirmation Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",Your Subscription Renewal Confirmation,"Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",0
Your Subscription Renewal Confirmation Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Your Subscription Renewal Confirmation,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
Your Subscription Renewal Confirmation Thank you for registering for the conference. Your confirmation number is 9138. We look forward to seeing you there.,Your Subscription Renewal Confirmation,Thank you for registering for the conference. Your confirmation number is 9138. We look forward to seeing you there.,0
Lunch Plans This Week? Your monthly account statement for 2527 is now available in your dashboard. Let us know if you have any questions about the charges.,Lunch Plans This Week?,Your monthly account statement for 2527 is now available in your dashboard. Let us know if you have any questions about the charges.,0
